날짜,시군구지역코드,발생건수(건)
2023-05-03,45730,20
2023-05-03,45740,22
2023-05-03,45750,19
2023-05-03,45770,31
2023-05-03,45790,103
2023-05-03,45800,26
2023-05-03,46110,113
2023-05-03,46130,332
2023-05-03,46150,192
2023-05-03,46170,122
2023-05-03,46230,109
2023-05-03,46710,33
2023-05-03,46720,17
2023-05-03,46730,13
2023-05-03,46770,66
2023-05-03,46780,35
2023-05-03,46790,39
2023-05-03,46800,21
2023-05-03,46810,46
2023-05-03,46820,56
2023-05-03,46830,36
2023-05-03,46840,51
2023-05-03,46860,21
2023-05-03,46870,30
2023-05-03,46880,31
2023-05-03,46890,51
2023-05-03,46900,16
2023-05-03,46910,20
2023-05-03,47111,152
2023-05-03,47113,182
2023-05-03,47130,168
2023-05-03,47150,74
2023-05-03,47170,131
2023-05-03,47190,318
2023-05-03,47210,137
2023-05-03,47230,109
2023-05-03,47250,188
2023-05-03,47280,62
2023-05-03,47290,259
2023-05-03,47720,19
2023-05-03,47730,45
2023-05-03,47750,10
2023-05-03,47760,9
2023-05-03,47770,50
2023-05-03,47820,24
2023-05-03,47830,60
2023-05-03,47840,41
2023-05-03,47850,85
2023-05-03,47900,32
2023-05-03,47920,39
2023-05-03,47930,36
2023-05-03,47940,6
2023-05-03,48121,143
2023-05-03,48123,148
2023-05-03,48125,152
2023-05-03,48127,125
2023-05-03,48129,161
2023-05-03,48170,341
2023-05-03,48220,175
2023-05-03,48240,63
2023-05-03,48250,396
2023-05-03,48270,83
2023-05-03,48310,121
2023-05-03,48330,319
2023-05-03,48720,22
2023-05-03,48730,42
2023-05-03,48740,51
2023-05-03,48820,39
2023-05-03,48840,122
2023-05-03,48850,45
2023-05-03,48860,31
2023-05-03,48870,17
2023-05-03,48880,72
2023-05-03,48890,46
2023-05-03,49110,605
2023-05-03,49130,186
2023-05-04,11110,135
2023-05-04,11140,137
2023-05-04,11170,178
2023-05-04,11200,285
2023-05-04,11215,395
2023-05-04,11230,403
2023-05-04,11260,450
2023-05-04,11290,478
2023-05-04,11305,302
2023-05-04,11320,297
2023-05-04,11350,546
2023-05-04,11380,564
2023-05-04,11410,372
2023-05-04,11440,291
2023-05-04,11470,329
2023-05-04,11500,517
2023-05-04,11530,404
2023-05-04,11545,194
2023-05-04,11560,398
2023-05-04,11590,409
2023-05-04,11620,429
2023-05-04,11650,358
2023-05-04,11680,421
2023-05-04,11710,636
2023-05-04,11740,394
2023-05-04,26110,20
2023-05-04,26140,46
2023-05-04,26170,85
2023-05-04,26200,104
2023-05-04,26230,306
2023-05-04,26260,303
2023-05-04,26290,296
2023-05-04,26320,283
2023-05-04,26350,361
2023-05-04,26380,222
2023-05-04,26410,226
2023-05-04,26440,137
2023-05-04,26470,178
2023-05-04,26500,120
2023-05-04,26530,187
2023-05-04,26710,181
2023-05-04,27110,60
2023-05-04,27140,333
2023-05-04,27170,128
2023-05-04,27200,134
2023-05-04,27230,452
2023-05-04,27260,384
2023-05-04,27290,693
2023-05-04,27710,307
2023-05-04,28110,154
2023-05-04,28140,58
2023-05-04,28170,0
2023-05-04,28185,327
2023-05-04,28200,510
2023-05-04,28237,325
2023-05-04,28245,206
2023-05-04,28260,467
2023-05-04,28710,37
2023-05-04,28720,9
2023-05-04,29110,65
2023-05-04,29140,198
2023-05-04,29155,161
2023-05-04,29170,301
2023-05-04,29200,267
2023-05-04,30110,270
2023-05-04,30140,250
2023-05-04,30170,445
2023-05-04,30200,288
2023-05-04,30230,145
2023-05-04,31110,139
2023-05-04,31140,182
2023-05-04,31170,86
2023-05-04,31200,159
2023-05-04,31710,134
2023-05-04,36110,318
2023-05-04,41111,322
2023-05-04,41113,276
2023-05-04,41115,141
2023-05-04,41117,315
2023-05-04,41131,352
2023-05-04,41133,211
2023-05-04,41135,375
2023-05-04,41150,422
2023-05-04,41171,170
2023-05-04,41173,240
2023-05-04,41190,744
2023-05-04,41210,427
2023-05-04,41220,447
2023-05-04,41250,88
2023-05-04,41271,379
2023-05-04,41273,329
2023-05-04,41281,528
2023-05-04,41285,279
2023-05-04,41287,308
2023-05-04,41290,66
2023-05-04,41310,160
2023-05-04,41360,508
2023-05-04,41370,273
2023-05-04,41390,500
2023-05-04,41410,414
2023-05-04,41430,158
2023-05-04,41450,276
2023-05-04,41461,289
2023-05-04,41463,342
2023-05-04,41465,414
2023-05-04,41480,509
2023-05-04,41500,167
2023-05-04,41550,126
2023-05-04,41570,355
2023-05-04,41590,696
2023-05-04,41610,362
2023-05-04,41630,251
2023-05-04,41650,148
2023-05-04,41670,63
2023-05-04,41800,24
2023-05-04,41820,65
2023-05-04,41830,151
2023-05-04,42110,256
2023-05-04,42130,519
2023-05-04,42150,202
2023-05-04,42170,56
2023-05-04,42190,38
2023-05-04,42210,70
2023-05-04,42230,75
2023-05-04,42720,41
2023-05-04,42730,65
2023-05-04,42750,20
2023-05-04,42760,41
2023-05-04,42770,35
2023-05-04,42780,26
2023-05-04,42790,19
2023-05-04,42800,18
2023-05-04,42810,13
2023-05-04,42820,28
2023-05-04,42830,21
2023-05-04,43111,226
2023-05-04,43112,185
2023-05-04,43113,213
2023-05-04,43114,207
2023-05-04,43130,80
2023-05-04,43150,115
2023-05-04,43720,29
2023-05-04,43730,49
2023-05-04,43740,58
2023-05-04,43745,81
2023-05-04,43750,69
2023-05-04,43760,40
2023-05-04,43770,94
2023-05-04,43800,22
2023-05-04,44131,172
2023-05-04,44133,322
2023-05-04,44150,108
2023-05-04,44180,110
2023-05-04,44200,249
2023-05-04,44210,155
2023-05-04,44230,128
2023-05-04,44250,41
2023-05-04,44270,155
2023-05-04,44710,96
2023-05-04,44760,44
2023-05-04,44770,82
2023-05-04,44790,21
2023-05-04,44800,132
2023-05-04,44810,66
2023-05-04,44825,74
2023-05-04,45111,344
2023-05-04,45113,319
2023-05-04,45130,316
2023-05-04,45140,246
2023-05-04,45180,141
2023-05-04,45190,79
2023-05-04,45210,130
2023-05-04,45710,97
2023-05-04,45720,38
2023-05-04,45730,27
2023-05-04,45740,28
2023-05-04,45750,32
2023-05-04,45770,51
2023-05-04,45790,116
2023-05-04,45800,45
2023-05-04,46110,126
2023-05-04,46130,336
2023-05-04,46150,181
2023-05-04,46170,170
2023-05-04,46230,84
2023-05-04,46710,34
2023-05-04,46720,27
2023-05-04,46730,33
2023-05-04,46770,85
2023-05-04,46780,40
2023-05-04,46790,34
2023-05-04,46800,31
2023-05-04,46810,38
2023-05-04,46820,49
2023-05-04,46830,40
2023-05-04,46840,63
2023-05-04,46860,26
2023-05-04,46870,79
2023-05-04,46880,59
2023-05-04,46890,30
2023-05-04,46900,23
2023-05-04,46910,26
2023-05-04,47111,175
2023-05-04,47113,179
2023-05-04,47130,223
2023-05-04,47150,108
2023-05-04,47170,179
2023-05-04,47190,272
2023-05-04,47210,134
2023-05-04,47230,112
2023-05-04,47250,184
2023-05-04,47280,73
2023-05-04,47290,286
2023-05-04,47720,21
2023-05-04,47730,38
2023-05-04,47750,22
2023-05-04,47760,13
2023-05-04,47770,71
2023-05-04,47820,29
2023-05-04,47830,70
2023-05-04,47840,41
2023-05-04,47850,92
2023-05-04,47900,39
2023-05-04,47920,32
2023-05-04,47930,55
2023-05-04,47940,6
2023-05-04,48121,159
2023-05-04,48123,145
2023-05-04,48125,138
2023-05-04,48127,90
2023-05-04,48129,202
2023-05-04,48170,350
2023-05-04,48220,135
2023-05-04,48240,79
2023-05-04,48250,485
2023-05-04,48270,102
2023-05-04,48310,150
2023-05-04,48330,317
2023-05-04,48720,26
2023-05-04,48730,27
2023-05-04,48740,65
2023-05-04,48820,31
2023-05-04,48840,126
2023-05-04,48850,49
2023-05-04,48860,19
2023-05-04,48870,22
2023-05-04,48880,67
2023-05-04,48890,41
2023-05-04,49110,489
2023-05-04,49130,132
2023-05-05,11110,4
2023-05-05,11140,4
2023-05-05,11170,17
2023-05-05,11200,10
2023-05-05,11215,9
2023-05-05,11230,22
2023-05-05,11260,8
2023-05-05,11290,21
2023-05-05,11305,28
2023-05-05,11320,21
2023-05-05,11350,24
2023-05-05,11380,32
2023-05-05,11410,17
2023-05-05,11440,16
2023-05-05,11470,15
2023-05-05,11500,21
2023-05-05,11530,5
2023-05-05,11545,13
2023-05-05,11560,33
2023-05-05,11590,27
2023-05-05,11620,18
2023-05-05,11650,50
2023-05-05,11680,48
2023-05-05,11710,40
2023-05-05,11740,39
2023-05-05,26110,0
2023-05-05,26140,4
2023-05-05,26170,14
2023-05-05,26200,3
2023-05-05,26230,33
2023-05-05,26260,20
2023-05-05,26290,13
2023-05-05,26320,36
2023-05-05,26350,15
2023-05-05,26380,27
2023-05-05,26410,34
2023-05-05,26440,13
2023-05-05,26470,13
2023-05-05,26500,12
2023-05-05,26530,10
2023-05-05,26710,6
2023-05-05,27110,2
2023-05-05,27140,34
2023-05-05,27170,10
2023-05-05,27200,12
2023-05-05,27230,63
2023-05-05,27260,39
2023-05-05,27290,41
2023-05-05,27710,13
2023-05-05,28110,10
2023-05-05,28140,3
2023-05-05,28185,49
2023-05-05,28200,49
2023-05-05,28237,31
2023-05-05,28245,25
2023-05-05,28260,26
2023-05-05,28710,3
2023-05-05,28720,2
2023-05-05,29110,11
2023-05-05,29140,12
2023-05-05,29155,38
2023-05-05,29170,24
2023-05-05,29200,19
2023-05-05,30110,24
2023-05-05,30140,36
2023-05-05,30170,89
2023-05-05,30200,40
2023-05-05,30230,19
2023-05-05,31110,18
2023-05-05,31140,30
2023-05-05,31170,11
2023-05-05,31200,33
2023-05-05,31710,19
2023-05-05,36110,37
2023-05-05,41111,32
2023-05-05,41113,28
2023-05-05,41115,26
2023-05-05,41117,38
2023-05-05,41131,27
2023-05-05,41133,16
2023-05-05,41135,55
2023-05-05,41150,25
2023-05-05,41171,17
2023-05-05,41173,20
2023-05-05,41190,50
2023-05-05,41210,39
2023-05-05,41220,48
2023-05-05,41250,2
2023-05-05,41271,9
2023-05-05,41273,21
2023-05-05,41281,32
2023-05-05,41285,22
2023-05-05,41287,33
2023-05-05,41290,10
2023-05-05,41310,9
2023-05-05,41360,40
2023-05-05,41370,19
2023-05-05,41390,39
2023-05-05,41410,18
2023-05-05,41430,8
2023-05-05,41450,30
2023-05-05,41461,12
2023-05-05,41463,30
2023-05-05,41465,37
2023-05-05,41480,42
2023-05-05,41500,17
2023-05-05,41550,5
2023-05-05,41570,43
2023-05-05,41590,75
2023-05-05,41610,11
2023-05-05,41630,30
2023-05-05,41650,4
2023-05-05,41670,5
2023-05-05,41800,1
2023-05-05,41820,3
2023-05-05,41830,3
2023-05-05,42110,18
2023-05-05,42130,20
2023-05-05,42150,7
2023-05-05,42170,6
2023-05-05,42190,1
2023-05-05,42210,2
2023-05-05,42230,0
2023-05-05,42720,2
2023-05-05,42730,2
2023-05-05,42750,3
2023-05-05,42760,3
2023-05-05,42770,2
2023-05-05,42780,1
2023-05-05,42790,3
2023-05-05,42800,0
2023-05-05,42810,1
2023-05-05,42820,0
2023-05-05,42830,0
2023-05-05,43111,14
2023-05-05,43112,11
2023-05-05,43113,20
2023-05-05,43114,19
2023-05-05,43130,15
2023-05-05,43150,12
2023-05-05,43720,0
2023-05-05,43730,4
2023-05-05,43740,2
2023-05-05,43745,2
2023-05-05,43750,5
2023-05-05,43760,1
2023-05-05,43770,8
2023-05-05,43800,4
2023-05-05,44131,23
2023-05-05,44133,26
2023-05-05,44150,17
2023-05-05,44180,6
2023-05-05,44200,42
2023-05-05,44210,15
2023-05-05,44230,10
2023-05-05,44250,2
2023-05-05,44270,23
2023-05-05,44710,5
2023-05-05,44760,0
2023-05-05,44770,5
2023-05-05,44790,0
2023-05-05,44800,8
