날짜,시도지역코드,발생건수(건)
2023-06-08,41,11286
2023-06-08,42,0
2023-06-08,43,1394
2023-06-08,44,2046
2023-06-08,45,1931
2023-06-08,46,1635
2023-06-08,47,2359
2023-06-08,48,2773
2023-06-08,49,757
2023-06-08,99,43938
2023-06-09,11,8868
2023-06-09,26,3182
2023-06-09,27,2558
2023-06-09,28,2331
2023-06-09,29,1163
2023-06-09,30,1360
2023-06-09,31,678
2023-06-09,41,12187
2023-06-09,42,0
2023-06-09,43,1442
2023-06-09,44,2136
2023-06-09,45,1883
2023-06-09,46,1774
2023-06-09,47,2395
2023-06-09,48,3017
2023-06-09,49,767
2023-06-09,99,47159
2023-06-10,11,5760
2023-06-10,26,1964
2023-06-10,27,1651
2023-06-10,28,1567
2023-06-10,29,698
2023-06-10,30,839
2023-06-10,31,476
2023-06-10,41,8772
2023-06-10,42,0
2023-06-10,43,929
2023-06-10,44,1395
2023-06-10,45,1293
2023-06-10,46,1068
2023-06-10,47,1385
2023-06-10,48,1914
2023-06-10,49,367
2023-06-10,99,30811
2023-06-11,11,353
2023-06-11,26,80
2023-06-11,27,49
2023-06-11,28,112
2023-06-11,29,55
2023-06-11,30,58
2023-06-11,31,33
2023-06-11,41,787
2023-06-11,42,0
2023-06-11,43,47
2023-06-11,44,80
2023-06-11,45,43
2023-06-11,46,56
2023-06-11,47,46
2023-06-11,48,79
2023-06-11,49,103
2023-06-11,99,2001
2023-06-12,11,10222
2023-06-12,26,3696
2023-06-12,27,2981
2023-06-12,28,2738
2023-06-12,29,1312
2023-06-12,30,1620
2023-06-12,31,857
2023-06-12,41,14556
2023-06-12,42,2
2023-06-12,43,1709
2023-06-12,44,2588
2023-06-12,45,2312
2023-06-12,46,1982
2023-06-12,47,2869
2023-06-12,48,3414
2023-06-12,49,937
2023-06-12,99,55372
2023-06-13,11,8147
2023-06-13,26,2939
2023-06-13,27,2422
2023-06-13,28,2200
2023-06-13,29,1039
2023-06-13,30,1357
2023-06-13,31,678
2023-06-13,41,11625
2023-06-13,42,0
2023-06-13,43,1368
2023-06-13,44,2129
2023-06-13,45,1964
2023-06-13,46,1704
2023-06-13,47,2268
2023-06-13,48,2638
2023-06-13,49,733
2023-06-13,99,44506
2023-06-14,11,7052
2023-06-14,26,2596
2023-06-14,27,2050
2023-06-14,28,2052
2023-06-14,29,907
2023-06-14,30,1198
2023-06-14,31,570
2023-06-14,41,10239
2023-06-14,42,0
2023-06-14,43,1230
2023-06-14,44,1831
2023-06-14,45,1787
2023-06-14,46,1457
2023-06-14,47,1980
2023-06-14,48,2475
2023-06-14,49,750
2023-06-14,99,39339
2023-06-15,11,7533
2023-06-15,26,2661
2023-06-15,27,2187
2023-06-15,28,1815
2023-06-15,29,999
2023-06-15,30,1247
2023-06-15,31,629
2023-06-15,41,10581
2023-06-15,42,0
2023-06-15,43,1330
2023-06-15,44,2071
2023-06-15,45,1775
2023-06-15,46,1511
2023-06-15,47,2165
2023-06-15,48,2547
2023-06-15,49,764
2023-06-15,99,40900
2023-06-16,11,8683
2023-06-16,26,3082
2023-06-16,27,2411
2023-06-16,28,2292
2023-06-16,29,1050
2023-06-16,30,1291
2023-06-16,31,723
2023-06-16,41,12204
2023-06-16,42,0
2023-06-16,43,1462
2023-06-16,44,2113
2023-06-16,45,2037
2023-06-16,46,1703
2023-06-16,47,2361
2023-06-16,48,2873
2023-06-16,49,769
2023-06-16,99,46437
2023-06-17,11,5598
2023-06-17,26,2065
2023-06-17,27,1539
2023-06-17,28,1531
2023-06-17,29,754
2023-06-17,30,953
2023-06-17,31,480
2023-06-17,41,8311
2023-06-17,42,0
2023-06-17,43,911
2023-06-17,44,1432
2023-06-17,45,1216
2023-06-17,46,1022
2023-06-17,47,1335
2023-06-17,48,1930
2023-06-17,49,362
2023-06-17,99,30177
2023-06-18,11,360
2023-06-18,26,66
2023-06-18,27,54
2023-06-18,28,132
2023-06-18,29,75
2023-06-18,30,63
2023-06-18,31,30
2023-06-18,41,740
2023-06-18,42,0
2023-06-18,43,40
2023-06-18,44,78
2023-06-18,45,46
2023-06-18,46,53
2023-06-18,47,53
2023-06-18,48,108
2023-06-18,49,104
2023-06-18,99,2048
2023-06-19,11,9861
2023-06-19,26,3710
2023-06-19,27,2898
2023-06-19,28,2669
2023-06-19,29,1357
2023-06-19,30,1549
2023-06-19,31,889
2023-06-19,41,14169
2023-06-19,42,0
2023-06-19,43,1704
2023-06-19,44,2672
2023-06-19,45,2386
2023-06-19,46,2013
2023-06-19,47,2862
2023-06-19,48,3531
2023-06-19,49,930
2023-06-19,99,54712
2023-06-20,11,7975
2023-06-20,26,2930
2023-06-20,27,2428
2023-06-20,28,2193
2023-06-20,29,1098
2023-06-20,30,1291
2023-06-20,31,648
2023-06-20,41,11517
2023-06-20,42,0
2023-06-20,43,1446
2023-06-20,44,2033
2023-06-20,45,1962
2023-06-20,46,1608
2023-06-20,47,2342
2023-06-20,48,2788
2023-06-20,49,767
2023-06-20,99,44300
2023-06-21,11,6702
2023-06-21,26,2333
2023-06-21,27,2066
2023-06-21,28,1838
2023-06-21,29,930
2023-06-21,30,1078
2023-06-21,31,592
2023-06-21,41,9526
2023-06-21,42,0
2023-06-21,43,1203
2023-06-21,44,1736
2023-06-21,45,1747
2023-06-21,46,1340
2023-06-21,47,2020
2023-06-21,48,2426
2023-06-21,49,680
2023-06-21,99,37331
2023-06-22,11,7340
2023-06-22,26,2695
2023-06-22,27,2132
2023-06-22,28,1866
2023-06-22,29,980
2023-06-22,30,1201
2023-06-22,31,641
2023-06-22,41,10620
2023-06-22,42,1
2023-06-22,43,1222
2023-06-22,44,1949
2023-06-22,45,1754
2023-06-22,46,1478
2023-06-22,47,2137
2023-06-22,48,2664
2023-06-22,49,754
2023-06-22,99,40583
2023-06-23,11,8584
2023-06-23,26,3140
2023-06-23,27,2426
2023-06-23,28,2235
2023-06-23,29,1021
2023-06-23,30,1332
2023-06-23,31,713
2023-06-23,41,12277
2023-06-23,42,0
2023-06-23,43,1521
2023-06-23,44,2170
2023-06-23,45,1985
2023-06-23,46,1666
2023-06-23,47,2387
2023-06-23,48,3091
2023-06-23,49,747
2023-06-23,99,46634
2023-06-24,11,5550
2023-06-24,26,1970
2023-06-24,27,1588
2023-06-24,28,1539
2023-06-24,29,767
