날짜,시군구지역코드,발생건수(건)
2023-05-03,30110,2317
2023-05-03,30140,2407
2023-05-03,30170,5531
2023-05-03,30200,4493
2023-05-03,30230,2054
2023-05-03,31110,2065
2023-05-03,31140,3252
2023-05-03,31170,1765
2023-05-03,31200,2941
2023-05-03,31710,2450
2023-05-03,36110,6071
2023-05-03,41111,2977
2023-05-03,41113,4562
2023-05-03,41115,2148
2023-05-03,41117,4989
2023-05-03,41131,2596
2023-05-03,41133,2565
2023-05-03,41135,5373
2023-05-03,41150,4841
2023-05-03,41171,2575
2023-05-03,41173,3741
2023-05-03,41190,8745
2023-05-03,41210,3393
2023-05-03,41220,7053
2023-05-03,41250,932
2023-05-03,41271,3445
2023-05-03,41273,3460
2023-05-03,41281,5952
2023-05-03,41285,2834
2023-05-03,41287,2929
2023-05-03,41290,964
2023-05-03,41310,1978
2023-05-03,41360,8207
2023-05-03,41370,3019
2023-05-03,41390,6729
2023-05-03,41410,3105
2023-05-03,41430,1871
2023-05-03,41450,4492
2023-05-03,41461,2890
2023-05-03,41463,5167
2023-05-03,41465,4916
2023-05-03,41480,5528
2023-05-03,41500,2250
2023-05-03,41550,1890
2023-05-03,41570,6701
2023-05-03,41590,13485
2023-05-03,41610,4104
2023-05-03,41630,2870
2023-05-03,41650,1107
2023-05-03,41670,1203
2023-05-03,41800,337
2023-05-03,41820,480
2023-05-03,41830,999
2023-05-03,42110,2491
2023-05-03,42130,3748
2023-05-03,42150,1741
2023-05-03,42170,825
2023-05-03,42190,370
2023-05-03,42210,739
2023-05-03,42230,553
2023-05-03,42720,527
2023-05-03,42730,332
2023-05-03,42750,281
2023-05-03,42760,314
2023-05-03,42770,239
2023-05-03,42780,340
2023-05-03,42790,232
2023-05-03,42800,228
2023-05-03,42810,257
2023-05-03,42820,274
2023-05-03,42830,221
2023-05-03,43111,2144
2023-05-03,43112,1987
2023-05-03,43113,3251
2023-05-03,43114,2329
2023-05-03,43130,1881
2023-05-03,43150,935
2023-05-03,43720,250
2023-05-03,43730,600
2023-05-03,43740,396
2023-05-03,43745,400
2023-05-03,43750,1051
2023-05-03,43760,296
2023-05-03,43770,874
2023-05-03,43800,169
2023-05-03,44131,2743
2023-05-03,44133,4950
2023-05-03,44150,865
2023-05-03,44180,1070
2023-05-03,44200,4344
2023-05-03,44210,1633
2023-05-03,44230,1120
2023-05-03,44250,518
2023-05-03,44270,1554
2023-05-03,44710,407
2023-05-03,44760,580
2023-05-03,44770,484
2023-05-03,44790,237
2023-05-03,44800,1020
2023-05-03,44810,671
2023-05-03,44825,550
2023-05-03,45111,3250
2023-05-03,45113,3456
2023-05-03,45130,2883
2023-05-03,45140,2482
2023-05-03,45180,950
2023-05-03,45190,741
2023-05-03,45210,692
2023-05-03,45710,890
2023-05-03,45720,235
2023-05-03,45730,189
2023-05-03,45740,209
2023-05-03,45750,237
2023-05-03,45770,241
2023-05-03,45790,421
2023-05-03,45800,399
2023-05-03,46110,2213
2023-05-03,46130,3163
2023-05-03,46150,2591
2023-05-03,46170,1133
2023-05-03,46230,1594
2023-05-03,46710,340
2023-05-03,46720,253
2023-05-03,46730,182
2023-05-03,46770,461
2023-05-03,46780,286
2023-05-03,46790,513
2023-05-03,46800,320
2023-05-03,46810,233
2023-05-03,46820,585
2023-05-03,46830,469
2023-05-03,46840,1048
2023-05-03,46860,244
2023-05-03,46870,586
2023-05-03,46880,330
2023-05-03,46890,516
2023-05-03,46900,327
2023-05-03,46910,312
2023-05-03,47111,2085
2023-05-03,47113,2595
2023-05-03,47130,2161
2023-05-03,47150,1265
2023-05-03,47170,1304
2023-05-03,47190,4391
2023-05-03,47210,819
2023-05-03,47230,868
2023-05-03,47250,642
2023-05-03,47280,648
2023-05-03,47290,2657
