날짜,시군구지역코드,발생건수(건)
2023-05-03,47170,149
2023-05-03,47190,406
2023-05-03,47210,151
2023-05-03,47230,114
2023-05-03,47250,88
2023-05-03,47280,94
2023-05-03,47290,256
2023-05-03,47720,25
2023-05-03,47730,39
2023-05-03,47750,23
2023-05-03,47760,7
2023-05-03,47770,64
2023-05-03,47820,55
2023-05-03,47830,38
2023-05-03,47840,39
2023-05-03,47850,92
2023-05-03,47900,43
2023-05-03,47920,39
2023-05-03,47930,51
2023-05-03,47940,5
2023-05-03,48121,255
2023-05-03,48123,248
2023-05-03,48125,207
2023-05-03,48127,214
2023-05-03,48129,244
2023-05-03,48170,327
2023-05-03,48220,115
2023-05-03,48240,121
2023-05-03,48250,548
2023-05-03,48270,88
2023-05-03,48310,193
2023-05-03,48330,453
2023-05-03,48720,36
2023-05-03,48730,80
2023-05-03,48740,67
2023-05-03,48820,72
2023-05-03,48840,40
2023-05-03,48850,67
2023-05-03,48860,41
2023-05-03,48870,46
2023-05-03,48880,79
2023-05-03,48890,43
2023-05-03,49110,484
2023-05-03,49130,166
2023-05-04,11110,172
2023-05-04,11140,175
2023-05-04,11170,241
2023-05-04,11200,425
2023-05-04,11215,443
2023-05-04,11230,467
2023-05-04,11260,480
2023-05-04,11290,492
2023-05-04,11305,305
2023-05-04,11320,308
2023-05-04,11350,593
2023-05-04,11380,676
2023-05-04,11410,424
2023-05-04,11440,397
2023-05-04,11470,503
2023-05-04,11500,673
2023-05-04,11530,460
2023-05-04,11545,300
2023-05-04,11560,418
2023-05-04,11590,530
2023-05-04,11620,621
2023-05-04,11650,412
2023-05-04,11680,583
2023-05-04,11710,715
2023-05-04,11740,540
2023-05-04,26110,41
2023-05-04,26140,135
2023-05-04,26170,132
2023-05-04,26200,128
2023-05-04,26230,445
2023-05-04,26260,344
2023-05-04,26290,339
2023-05-04,26320,301
2023-05-04,26350,535
2023-05-04,26380,274
2023-05-04,26410,291
2023-05-04,26440,116
2023-05-04,26470,306
2023-05-04,26500,241
2023-05-04,26530,226
2023-05-04,26710,235
2023-05-04,27110,115
2023-05-04,27140,431
2023-05-04,27170,196
2023-05-04,27200,231
2023-05-04,27230,552
2023-05-04,27260,493
2023-05-04,27290,655
2023-05-04,27710,276
